label,label_str,predicted,predicted_str,is_correct,source,email_excerpt
1,PHISHING,1,PHISHING,1,nazario,"Subject: TKO NOTICE: Verify Your Billing Information #PP069737184

<html>

<head>

<xmeta NAME=""GENERATOR"" Content=""Micr"
0,SAFE,0,SAFE,1,enron,"Subject: doorstep - rac responsibilities

doorstep - rac responsibilities upon further consideration , the ongoing respo"
0,SAFE,0,SAFE,1,enron,"Subject: year - end performance feedback - let ' s do it right !

year - end performance feedback - let ' s do it right "
1,PHISHING,0,SAFE,0,nazario,"Subject: Message from eBay Member Regarding Item #240013289355

<DIV> <TABLE cellSpacing=0 cellPadding=0 width=""100%""> <"
0,SAFE,0,SAFE,1,enron,"Subject: re : sun devil expansion

re : sun devil expansion i will be heading off on vacation later this week for the ba"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Paypal Security

<HTML><HEAD><TITLE></TITLE>
</HEAD>
<BODY bgcolor=#FFFFFF leftmargin=5 topmargin=5 rightmargin"
1,PHISHING,0,SAFE,0,nazario,"Subject: Fifth Third Bank - urgent security notification for client [Wed, 18 Apr 2007 17:31:51 -0500]

<html>
<head>
<me"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question about Item -- Respond Now

<html>
<head>
<!--eBay V3- msxml 4.0 XXXXXXXXXXXXXXXXXXXXXXXXXX-->
<!--srcI"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Account Update

<html>
<head>
<style type=""text/css"">
#message .notified {}
#message, #message TD {font-family:"
0,SAFE,1,PHISHING,0,enron,"Subject: ou offer status

ou offer status dear ou team :
attached you will find a status report of all our ou candidates"
1,PHISHING,0,SAFE,0,nazario,"Subject: Important Notification from Security Center

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HT"
0,SAFE,0,SAFE,1,enron,"Subject: interview

interview dear mr . kaminski :
i am very sorry to tell you that i have to cancel my interview with y"
1,PHISHING,0,SAFE,0,nazario,"Subject: important notice! (message id: C377735272935)

<head>
<meta   http-equiv=""Content-Type""      content=""text/html"
0,SAFE,0,SAFE,1,enron,"Subject: fw : east power ' s hotlist

fw : east power ' s hotlist is this what you are looking for ? generation investme"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Login and update your Amazon.com account by checking the link below immediately

<div id=message> <!-- type = t"
1,PHISHING,0,SAFE,0,nazario,"Subject: Question from eBay Member regarding Item #150057720098

<DIV>
<TABLE cellSpacing=0 cellPadding=5 width=""100%"" b"
0,SAFE,0,SAFE,1,enron,"Subject: bob johansen experience

bob johansen experience as we discussed .
enjoy your time with the kids ."
0,SAFE,0,SAFE,1,enron,"Subject: neon lesson # 5

neon lesson # 5 here is your next lesson . . . have fun ! !
- experiencing god week 5 . doc"
0,SAFE,0,SAFE,1,enron,"Subject: re : do you have any paragraph on what the americas does ?

re : do you have any paragraph on what the americas"
1,PHISHING,1,PHISHING,1,nazario,"Subject: TKO NOTICE: Suspicious Activity.

<DIV><BR>
<DIV id=message>
<TABLE cellSpacing=0 cellPadding=0 width=""100%"" bo"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Verify your Paypal Account

<BR><BR>We recently have determined that different computers have logged 
into your"
1,PHISHING,1,PHISHING,1,nazario,"Subject: PayPal Notification: Re: Unauthorized Use of Your PayPal Account !

<html><head><title>PayPal</title></head><bo"
1,PHISHING,0,SAFE,0,nazario,"Subject: please update your details [Fri, 05 Jan 2007 17:36:47 -0500]

<HTML><HEAD>
<META   http-equiv=Content-Type   co"
0,SAFE,1,PHISHING,0,enron,"Subject: holiday invitation

holiday invitation please click on the attached link to launch your holiday party invitatio"
0,SAFE,0,SAFE,1,enron,"Subject: keyspan

keyspan focus . . .
i believe we should get back in front of keyspan next week , to address or redirec"
0,SAFE,0,SAFE,1,enron,"Subject: schedule / jerseys

schedule / jerseys hello team ,
i ' m going to get the forms for the baskeball association "
1,PHISHING,0,SAFE,0,nazario,"Subject: [TKO] : your (eBay) account could be suspended

<html xmlns:v=""urn:schemas-microsoft-com:vml""
xmlns:o=""urn:sche"
0,SAFE,0,SAFE,1,enron,"Subject: p & l

p & l tom , we attached both a consolidated p & l and an updated prudency schedule .
the weater hedge ma"
0,SAFE,0,SAFE,1,enron,"Subject: request submitted : access request for leann . walton @ enron . com

request submitted : access request for lea"
0,SAFE,0,SAFE,1,enron,"Subject: stephen bennett

stephen bennett norma ,
i fully concur . what can we do about it ? can we change the job class"
0,SAFE,0,SAFE,1,enron,"Subject: memo and presentation from brian redmond

memo and presentation from brian redmond please see the attached :"
0,SAFE,0,SAFE,1,enron,"Subject: re : panenergy 9 / 00

re : panenergy 9 / 00 it worked . thanks .
daren j farmer @ ect
02 / 15 / 2001 02 : 08 p"
0,SAFE,0,SAFE,1,enron,"Subject: associate and analyst meeting - july 5 , 2001 at 11 : 00 am in mt hood

associate and analyst meeting - july 5 "
1,PHISHING,0,SAFE,0,nazario,"Subject: Online Banking and Bill Pay Deactivation Notice

<title>Online Banking and Bill Pay Deactivation Notice</title>"
1,PHISHING,0,SAFE,0,nazario,"Subject: Regions Bank corporate customer service: urgent security notification! (message id: 336624194676537)

<head>
<m"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Question from eBay Member - Respond Now

<TABLE cellSpacing=0 cellPadding=5 width=""100%"" border=0>
<TBODY>
<TR>"
1,PHISHING,0,SAFE,0,nazario,"Subject: AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT

<table height=479 cellspacing=0 cellpadding=0 width=654 bo"
0,SAFE,0,SAFE,1,enron,"Subject: hanover gkh merger idea

hanover gkh merger idea jeff ,
the following provides background information for your "
1,PHISHING,0,SAFE,0,nazario,"Subject: AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT

<table height=479 cellspacing=0 cellpadding=0 width=654 bo"
0,SAFE,1,PHISHING,0,enron,"Subject: urgent - vp candidate dale furrow

urgent - vp candidate dale furrow everyone .
dale furrow is being considered"
0,SAFE,1,PHISHING,0,enron,"Subject: pipelines that still have dial in access for nominations

pipelines that still have dial in access for nominati"
0,SAFE,0,SAFE,1,enron,"Subject: re : sitara positions , end of month feedback from unify

re : sitara positions , end of month feedback from un"
1,PHISHING,1,PHISHING,1,nazario,"Subject: TKO NOTICE: Suspicious Activity

<DIV><BR>
<DIV id=message>
<TABLE cellSpacing=0 cellPadding=0 width=""100%"" bor"
0,SAFE,0,SAFE,1,enron,"Subject: re : tenaska iv 1 / 01

re : tenaska iv 1 / 01 txu revised their rates for jan 2001 . they are now billing us a"
0,SAFE,0,SAFE,1,enron,"Subject: re : mec

re : mec steve ,
i spoke with david ealier today . he is planning a meeting with jim tour to
due dili"
0,SAFE,0,SAFE,1,enron,"Subject: start date : 1 / 27 / 02 ; hourahead hour : 19 ;

start date : 1 / 27 / 02 ; hourahead hour : 19 ; start date :"
1,PHISHING,0,SAFE,0,nazario,"Subject: Update your Chase Manhattan Bank account

<html><head><style type=""text/css""><!--
blockquote, dl, ul, ol, li { "
0,SAFE,0,SAFE,1,enron,"Subject: reliant energy - entex transport imbalance

reliant energy - entex transport imbalance - - - - - - - - - - - - "
1,PHISHING,0,SAFE,0,nazario,"Subject: Notification.

<HTML><HEAD>
<META  http-equiv=Content-Type     content=""text/html;     charset=utf-8"">
<META   "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Your account access has been limited

<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset"
0,SAFE,0,SAFE,1,enron,"Subject: weekly deal report

weekly deal report attached is the weekly deal report for 10 / 4 / 01 - 10 / 10 / 01 .
lex "
1,PHISHING,1,PHISHING,1,nazario,"Subject: eBay Suspension - User Agreement - Abusing eBay

<P>
<TABLE cellSpacing=0 cellPadding=5 width=""100%"" border=0>
"
1,PHISHING,1,PHISHING,1,nazario,"Subject: Unauthorized access to your PayPal account !

<html><head><title>PayPal</title></head><body><style type=""text/c"
0,SAFE,0,SAFE,1,enron,"Subject: rollout schedule for unify real - time deal / path updates

rollout schedule for unify real - time deal / path "
1,PHISHING,0,SAFE,0,nazario,"Subject: Revision in Your Amazon.com Account

<HTML>
    <tbody>
    <tr bgcolor=""#ffffff"">
        <td align=""left"">
<a"
1,PHISHING,0,SAFE,0,nazario,"Subject: important account notification! (message id: ps12426195xv)

<head>
<meta      http-equiv=""Content-Type""      co"
0,SAFE,0,SAFE,1,enron,"Subject: update on cinergy

update on cinergy dave ,
we received a little inside information on cinergy ( no guarantee i"
0,SAFE,0,SAFE,1,enron,"Subject: management sub - committee deliverables

management sub - committee deliverables cindy ,
in order to quantify s"
1,PHISHING,1,PHISHING,1,nazario,"Subject: BB&T customer service: confirm your information!

<HTML><HEAD>
<META     http-equiv=Content-Type  content=""text"
0,SAFE,0,SAFE,1,enron,"Subject: big thicket allocation

big thicket allocation anita ,
after speaking with gary lamphier , big thicket ' s allo"
0,SAFE,0,SAFE,1,enron,"Subject: tenaska 2 / 01

tenaska 2 / 01 we need to forward the money from the feb 2001 brazos sale to tenaska iv . i
am "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Upgrading On-line Security Measures

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www"
0,SAFE,0,SAFE,1,enron,"Subject: re : risk 2000 - boston

re : risk 2000 - boston oliver ,
i apologize for the delay . i was traveling over the "
1,PHISHING,1,PHISHING,1,nazario,"Subject: Question about item #140077125309 ALIENWARE P4 3GHZ COMPUTER 2GB RAM &PINNACLE VIDEO EDIT

<TABLE cellSpacing=0"
1,PHISHING,0,SAFE,0,nazario,"Subject: Account Review Department

<P align=left><FONT face=Verdana size=2>Please visit the resolution center located h"
0,SAFE,1,PHISHING,0,enron,"Subject: electronic version of california puc interim opinion suspending

electronic version of california puc interim o"
1,PHISHING,0,SAFE,0,nazario,"Subject: Paypal - Email Change Requested.

<HTML> 
<p><font size=""2"" face=""Geneva, Arial, Helvetica, sans-serif"">Dear Pa"
1,PHISHING,0,SAFE,0,nazario,"Subject: Security quest

<html ><table align=center border=1 bordercolor=blue><td>
<table align= center width=600 ><tr><"
1,PHISHING,0,SAFE,0,nazario,"Subject: Your PayPal account access is limited.

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""
""http://"
0,SAFE,0,SAFE,1,enron,"Subject: wharton event - junel 0 - insead

wharton event - junel 0 - insead vince ,
bryan has been unable to find anyone"
0,SAFE,0,SAFE,1,enron,"Subject: re : trading v origination offices

re : trading v origination offices i agree with the exception of point 3 be"
